x,y
62.61418,29.73938
62.61441,29.74036
62.6148,29.74217
62.61488,29.74272
62.61488,29.74271
62.61484,29.74264
62.61483,29.74274
62.61495,29.74301
62.61495,29.74301
62.61495,29.74301
62.61495,29.74301
62.61495,29.74301
62.61449,29.74297
62.59809,29.74447
62.61541,29.74193
62.61501,29.74293
62.6141,29.74339
62.59805,29.74419
62.5983,29.74333
62.59801,29.7433
62.59801,29.74351
62.5983,29.74335
62.61681,29.83758
62.61496,29.74361
62.61476,29.74404
62.61491,29.74366
62.61499,29.74322
62.59771,29.74439
62.59912,29.74461
62.59806,29.74504
62.59803,29.74493
62.59821,29.74488
62.59763,29.74349
62.59786,29.7441
62.59856,29.74495
62.61541,29.74185
62.59809,29.74447
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.60019,29.7644
62.59809,29.74448
62.60004,29.75813
62.60004,29.75843
62.60043,29.75604
62.59809,29.74448
62.61552,29.74523
62.59809,29.74448
62.59794,29.7436
62.61494,29.7431
62.59985,29.73603
62.59952,29.73598
62.59901,29.73669
62.61213,29.77315
62.61198,29.77167
62.61497,29.74431
62.61497,29.74431
62.61497,29.74431
62.61497,29.74431
62.61504,29.74372
62.61502,29.74361
62.61502,29.74361
62.61507,29.74393
62.61377,29.74637
62.615,29.7439
62.61496,29.7441
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.61529,29.74496
62.6157,29.74533
62.42975,29.9653
62.61415,29.82067
62.59798,29.74432
62.59798,29.74432
62.5979,29.74444
62.59821,29.7444
62.59809,29.74448
62.59809,29.74448
62.60294,29.7615
62.60303,29.76137
62.60286,29.76131
62.60286,29.76131
62.60286,29.76131
62.61049,29.74392
62.61276,29.74138
62.61349,29.74015
62.61417,29.73954
62.61504,29.74171
62.615,29.74162
62.61504,29.74218
62.59809,29.74448
63.16454,29.80779
63.16454,29.80779
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59844,29.74386
62.59766,29.74531
62.61474,29.74294
62.59774,29.7439
62.60372,29.7451
62.61481,29.74369
62.59888,29.75982
62.59773,29.74423
62.60355,29.74534
62.60372,29.74531
62.59784,29.74373
62.59798,29.74425
62.61464,29.74295
62.5985,29.74409
62.5986,29.74409
62.61838,29.76929
62.61841,29.70733
62.61836,29.70743
62.60331,29.73888
62.61839,29.70696
62.59803,29.74457
62.59808,29.74418
62.61478,29.74249
62.59845,29.74395
62.59708,29.74265
62.59791,29.74405
62.6025,29.76277
62.60259,29.76367
62.61493,29.74243
62.59819,29.74302
62.59846,29.74365
62.59845,29.74376
62.59821,29.7435
62.59794,29.74342
62.59794,29.74391
62.61498,29.74369
62.60192,29.76633
62.60037,29.76587
62.60223,29.76213
62.59801,29.74406
62.60372,29.74529
62.61459,29.74285
62.61841,29.70727
62.61811,29.70762
62.59914,29.74553
62.61483,29.74264
62.61101,29.75921
62.61487,29.74229
62.61828,29.70752
62.60338,29.76119
62.6034,29.76214
62.60336,29.7612
62.60338,29.74601
62.60368,29.74542
62.59656,29.77158
62.59668,29.77085
62.59794,29.74471
62.60262,29.76272
62.61425,29.8278
62.61503,29.74315
62.61417,29.82741
62.61514,29.74241
62.61425,29.82775
62.6149,29.74277
62.61542,29.82692
62.61437,29.82765
62.5982,29.7446
62.61473,29.82733
62.59809,29.74439
62.59795,29.74418
62.61556,29.82677
62.61511,29.74372
62.61468,29.82791
62.61439,29.82732
62.61498,29.74329
62.61469,29.7464
62.61435,29.74652
62.61172,29.77169
62.61203,29.77221
62.59861,29.7437
62.60539,29.74924
62.61494,29.74245
62.61426,29.8279
62.61404,29.82776
62.60293,29.76305
62.59852,29.74309
62.60281,29.75923
62.60262,29.76163
62.61496,29.74136
62.60184,29.75985
62.61414,29.82725
62.61418,29.82759
62.61525,29.74294
62.61482,29.75314
62.61498,29.75254
62.61409,29.82696
62.61476,29.74254
62.59852,29.74344
62.61486,29.7426
62.61194,29.7721
62.61181,29.7716
62.59973,29.7356
62.61505,29.74332
62.61233,29.75404
62.61415,29.75292
62.61504,29.74309
62.60332,29.76069
62.61481,29.74261
62.59884,29.74358
62.59845,29.74359
62.61509,29.74342
62.61512,29.74377
62.59815,29.74441
62.61492,29.74375
62.59801,29.74471
62.61627,29.77771
62.61641,29.7774
62.617,29.7777
62.6184,29.76977
62.61838,29.76973
62.61473,29.77004
62.60147,29.76206
62.60109,29.76386
62.60084,29.76614
62.61517,29.74343
62.61491,29.74369
62.61713,29.77896
62.61369,29.76956
62.59789,29.74371
62.59803,29.74455
62.6034,29.74615
62.60351,29.74657
62.61751,29.77816
62.61764,29.777
62.61758,29.777
62.61737,29.77811
62.61856,29.78089
62.6188,29.78036
62.61748,29.77774
62.61738,29.77797
62.61366,29.76962
62.61364,29.76952
62.59808,29.74436
62.61497,29.74292
62.60285,29.76291
62.60281,29.7626
62.59808,29.74517
62.59854,29.74313
62.59826,29.74336
62.5982,29.74376
62.59825,29.74371
62.61931,29.86911
62.60956,29.763
62.60944,29.76248
62.61461,29.74567
62.61492,29.7436
62.61466,29.74351
62.61519,29.74361
62.6025,29.76232
62.59823,29.74315
62.60344,29.7453
62.61447,29.73969
62.61491,29.7415
62.61529,29.74325
62.61529,29.74325
62.61484,29.74283
62.61467,29.74418
62.61485,29.74294
62.61494,29.74292
62.60284,29.76294
62.60285,29.76307
62.59838,29.74359
62.59827,29.74352
62.59836,29.74318
62.59836,29.74318
62.59867,29.74335
62.6035,29.74608
62.60366,29.7461
62.59844,29.74345
62.59788,29.74336
62.59794,29.74307
62.59815,29.74369
62.59794,29.7432
62.59814,29.74327
62.59814,29.74327
62.59864,29.74281
62.6153,29.74279
62.61497,29.74354
62.61478,29.74399
62.61453,29.74391
62.61491,29.74344
62.61506,29.74376
62.61513,29.74411
62.60604,29.75301
62.60298,29.7628
62.60217,29.76174
62.59841,29.74226
62.59814,29.74397
62.5984,29.74349
62.59852,29.7433
62.59814,29.74271
62.59874,29.7432
62.59874,29.7432
62.59849,29.74334
62.59851,29.74343
62.59841,29.74325
62.6034,29.7458
62.59836,29.74369
62.59849,29.74261
62.5986,29.74364
62.59828,29.74273
62.59942,29.74565
62.59834,29.74483
62.59801,29.74374
62.59802,29.74442
62.61745,29.77571
62.61677,29.77702
62.61852,29.77155
62.615,29.74306
62.61481,29.74263
62.61481,29.74265
62.61473,29.74414
62.61516,29.74337
62.61502,29.74404
62.61506,29.74427
62.61489,29.74384
62.61512,29.74415
62.61494,29.74311
62.61511,29.74244
62.61508,29.74319
62.61484,29.74377
62.61498,29.74344
62.61486,29.74346
62.61503,29.74302
62.61742,29.77697
62.61691,29.77717
62.5988,29.75917
62.59879,29.75938
62.60177,29.76197
62.60153,29.76165
62.59852,29.7436
62.59805,29.74435
62.60086,29.74157
62.60942,29.74584
62.61472,29.74273
62.61501,29.74352
62.61512,29.74369
62.59802,29.7445
62.59824,29.7436
62.59757,29.74388
62.59798,29.74353
62.59812,29.74339
62.59783,29.74381
62.5983,29.74357
62.59804,29.74357
62.60342,29.7469
62.60253,29.7482
62.59967,29.74598
62.59842,29.74456
62.61473,29.7432
62.61429,29.74454
62.61485,29.74366
62.61473,29.74383
62.61488,29.74368
62.61497,29.74366
62.61478,29.74389
62.61478,29.74389
62.61472,29.74354
62.6148,29.7438
62.61489,29.74307
62.61454,29.7441
62.615,29.74469
62.615,29.74457
62.61525,29.743
62.61525,29.743
62.61498,29.74367
62.61482,29.74552
62.61518,29.74353
62.61516,29.74353
62.61511,29.74311
62.61511,29.74311
62.61503,29.74373
62.61516,29.74377
62.61489,29.74376
62.61502,29.74377
62.59928,29.74309
62.59972,29.74147
62.61496,29.743
62.61086,29.75961
62.61102,29.75969
62.63245,29.61563
62.61699,29.55827
62.89829,27.6808
62.8922,27.67328
62.89267,27.66846
62.89601,27.66692
62.89396,27.67135
62.87905,27.68203
62.87905,27.68208
62.61456,29.74304
62.61474,29.74266
62.61466,29.74283
62.61465,29.74279
62.61465,29.74272
62.61459,29.74289
62.61466,29.74259
62.61439,29.743
62.61466,29.74268
62.61448,29.74215
62.59785,29.74427
62.61509,29.7427
62.59838,29.74272
62.6148,29.74259
62.59773,29.74332
62.61485,29.74236
62.5987,29.74403
62.6012,29.74376
62.60142,29.74302
62.60375,29.74659
62.60358,29.74641
62.59994,29.74676
62.6141,29.74207
62.61464,29.7429
62.61481,29.74288
62.61483,29.74299
62.61471,29.74283
62.61465,29.74285
62.5986,29.74484
62.59855,29.74466
62.59801,29.74381
62.59801,29.74381
62.59842,29.74441
62.59827,29.74462
62.59788,29.74351
62.59782,29.7434
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.62513,29.70983
62.31377,27.89789
62.22469,27.88756
62.6148,29.74329
62.6148,29.74329
62.6148,29.74329
62.6148,29.74329
62.59798,29.74433
62.59798,29.74433
62.6148,29.74329
62.6148,29.74329
62.59802,29.74427
62.598,29.74469
62.61463,29.74313
62.61463,29.74313
62.59769,29.74437
62.61203,29.74247
62.61463,29.74313
62.61463,29.74313
62.59809,29.74448
62.59809,29.74448
62.61486,29.742
62.60237,29.76246
62.59809,29.74448
62.59809,29.74448
62.60038,29.76367
62.59949,29.7616
62.60005,29.76042
62.59793,29.74441
62.59809,29.74448
62.59809,29.74448
62.59792,29.74418
62.59763,29.74469
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.61302,29.74119
62.61009,29.7448
62.60219,29.74818
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.60089,29.75308
62.60095,29.74771
62.60302,29.76731
62.60302,29.76731
62.6016,29.76325
62.6016,29.76325
62.6004,29.76314
62.6004,29.76314
62.60302,29.76731
62.59913,29.76445
62.60302,29.76731
62.60302,29.76731
62.6004,29.76314
62.6004,29.76314
62.59735,29.77336
62.59735,29.77336
62.59817,29.74602
62.59817,29.74602
62.59817,29.74602
62.59817,29.74602
62.59817,29.74602
62.61171,29.73276
62.61498,29.74587
62.61498,29.74587
62.61499,29.74596
62.61839,29.73141
62.61499,29.74596
62.59809,29.74448
62.61849,29.7534
62.61823,29.76954
62.61855,29.77007
62.61691,29.77662
62.61929,29.76956
62.61612,29.75415
62.61492,29.74334
62.59809,29.74448
62.61482,29.74343
62.61482,29.74343
62.60732,29.74812
62.59805,29.74466
62.59809,29.74448
62.59809,29.74448
62.5958,29.75634
62.59932,29.75981
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.61497,29.74349
62.61497,29.74349
62.61497,29.74349
62.61497,29.74349
62.61497,29.74349
62.61497,29.74349
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.61477,29.74286
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.60323,29.75057
62.5991,29.74513
62.59809,29.74448
62.59809,29.74448
62.5977,29.74455
62.61324,29.74084
62.61487,29.74238
62.61481,29.74333
62.61488,29.74342
62.61492,29.74271
62.6138,29.7544
62.60764,29.77488
62.60773,29.77556
62.59809,29.74448
62.61196,29.76427
62.61696,29.72781
62.59809,29.74448
62.59809,29.74448
62.6181,29.70818
62.61814,29.70809
62.61845,29.7078
62.61588,29.73246
62.61552,29.7436
62.61479,29.74331
62.61496,29.74312
62.59809,29.74448
62.61477,29.74343
62.61478,29.74249
62.59809,29.74448
62.59809,29.74448
62.6148,29.74318
62.61482,29.74323
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.60284,29.74868
62.61508,29.74887
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59946,29.77707
62.61523,29.74866
62.59857,29.7436
62.59809,29.74448
62.59809,29.74447
62.59809,29.74447
62.59809,29.74447
62.59809,29.74447
62.59809,29.74447
62.59858,29.74492
62.59892,29.74534
62.59931,29.74398
62.59875,29.74511
62.61522,29.74865
62.0,29.0
62.0,29.0
62.59909,29.74493
62.59856,29.7436
62.59909,29.74493
62.59909,29.74493
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.59831,29.74468
62.59839,29.7441
62.59886,29.74092
62.61509,29.74899
62.59854,29.74488
62.59846,29.74327
62.59835,29.74284
62.59741,29.77495
62.61505,29.74898
62.59927,29.74162
62.59855,29.74363
62.5985,29.74365
62.61533,29.74877
62.61842,29.77189
62.61585,29.77912
62.59852,29.74321
62.59846,29.74322
62.59858,29.74312
62.59847,29.74431
62.61511,29.74858
62.61504,29.74889
61.08022,28.3092
61.04736,28.19368
61.04664,28.19029
62.52402,29.04402
62.54528,29.12949
62.62243,29.29912
62.59826,29.74347
62.61519,29.74841
62.61471,29.75178
62.598,29.74312
62.61525,29.74877
62.61523,29.74933
62.61496,29.74884
62.6178,29.77471
62.6193,29.76964
62.6156,29.74847
62.61526,29.74895
62.60306,29.76277
62.60098,29.7621
62.60035,29.7606
62.60019,29.76056
62.61525,29.74859
62.59884,29.74345
62.61502,29.74862
62.60257,29.74842
62.59842,29.74282
62.61519,29.74872
62.60282,29.76523
62.6026,29.76448
62.5984,29.74371
62.59818,29.7433
62.61468,29.7477
62.61516,29.74861
62.6149,29.74852
62.6151,29.74841
62.61683,29.77679
62.61697,29.77687
62.61523,29.74866
62.61529,29.74921
62.59853,29.7434
62.59792,29.74292
62.61488,29.74811
62.61501,29.75491
62.61148,29.75891
62.61104,29.7596
62.61551,29.74974
62.61506,29.74901
62.61125,29.75826
62.61123,29.75939
62.61524,29.74853
62.61504,29.74924
62.60231,29.76366
62.60277,29.76466
62.61515,29.74883
62.61528,29.74866
62.61505,29.74896
62.59937,29.74542
62.59849,29.74305
62.59886,29.74322
62.60381,29.74572
62.59844,29.74365
62.5986,29.74391
62.60351,29.74957
62.6037,29.74957
62.6152,29.74855
62.61521,29.74858
62.6153,29.74868
62.61507,29.74848
62.59854,29.74527
62.59858,29.74596
62.59839,29.74357
62.59839,29.74357
62.58976,29.81614
62.03391,29.89774
61.88611,29.83833
62.5909,29.81319
62.61607,29.75099
62.61483,29.74853
62.60405,29.7503
62.60348,29.75005
62.61429,29.74601
62.61506,29.74853
62.61527,29.74802
62.59865,29.74312
62.5985,29.74312
62.61527,29.7487
62.61517,29.74887
62.60329,29.76519
62.60308,29.76555
62.603,29.76482
62.59831,29.74319
62.59837,29.74298
62.59843,29.74346
62.61613,29.74674
62.61526,29.74847
62.60018,29.75229
62.60003,29.75173
62.60195,29.75104
62.60345,29.75016
62.60459,29.74769
62.60732,29.74737
62.61525,29.74805
62.61538,29.74882
62.59847,29.74338
62.59872,29.74363
62.61429,29.74626
62.6153,29.74897
62.60315,29.76566
62.60207,29.76568
62.59877,29.74295
62.59865,29.74278
62.61496,29.74843
62.61494,29.74785
62.6011,29.76152
62.60156,29.76331
62.60156,29.76331
62.60148,29.7614
62.59795,29.75948
62.59835,29.75866
62.59802,29.75872
62.59883,29.7593
62.61516,29.74893
62.61516,29.74867
62.59834,29.74345
62.59858,29.74313
62.61503,29.74844
62.61421,29.75776
62.61172,29.75932
62.61099,29.76063
62.61099,29.76063
62.61102,29.75915
62.61499,29.7492
62.59857,29.74326
62.59838,29.74363
62.61514,29.74853
62.59812,29.74367
62.59905,29.74537
62.61477,29.74784
62.61501,29.74897
62.6116,29.75982
62.61111,29.75814
62.61517,29.74885
62.61517,29.74893
62.59797,29.74472
62.61523,29.74888
62.61524,29.74848
62.61529,29.74879
62.59848,29.74293
62.5986,29.74346
62.61534,29.74861
62.60262,29.76468
62.59838,29.74314
62.59857,29.74351
62.61505,29.7483
62.61485,29.74898
62.59811,29.74327
62.59852,29.7435
62.61535,29.7489
62.61494,29.74895
62.60091,29.75925
62.60079,29.76448
62.60085,29.77441
62.59996,29.77492
62.61535,29.74904
62.59876,29.74398
62.61498,29.74866
62.61537,29.74858
62.60237,29.76269
62.60275,29.76332
62.60267,29.7646
62.60236,29.76507
62.59838,29.74304
62.59864,29.74314
62.61513,29.74778
62.59022,29.81158
62.04954,29.89998
62.04442,29.89847
62.58861,29.80962
62.61517,29.74924
62.6049,29.76022
62.6043,29.76041
62.59884,29.75951
62.59875,29.75924
62.60448,29.75903
62.60439,29.75954
62.6026,29.76468
62.60257,29.76454
62.6151,29.74939
62.6151,29.74875
62.59837,29.74297
62.59865,29.74321
62.61509,29.74863
62.61503,29.7488
62.59963,29.76279
62.59947,29.76329
62.61517,29.74862
62.61544,29.74907
62.5984,29.74291
62.59873,29.7435
62.61494,29.74817
62.6154,29.74859
62.60266,29.76452
62.60251,29.76452
62.59853,29.74315
62.59878,29.74384
62.6151,29.74875
62.61557,29.74759
62.61508,29.74853
62.59824,29.74287
62.61513,29.74887
62.61511,29.74892
62.61144,29.7588
62.61106,29.75964
62.61543,29.74838
62.61574,29.7484
62.60952,29.76305
62.6094,29.76227
62.61554,29.74893
62.61517,29.74866
62.59816,29.74295
62.5985,29.74333
62.61505,29.74928
62.60264,29.76241
62.59848,29.74274
62.59864,29.7432
62.59864,29.74325
62.59868,29.74349
62.61475,29.74716
62.61515,29.74909
62.6028,29.76577
62.60275,29.76482
62.59867,29.74312
62.59859,29.74474
62.6152,29.74742
62.61521,29.74872
62.59853,29.74477
62.61521,29.74868
62.61134,29.76007
62.61107,29.75926
62.61508,29.74883
62.61531,29.74849
62.01357,29.88852
62.05445,29.90226
62.58473,29.79682
62.61529,29.74811
62.61503,29.74914
62.61499,29.74866
62.60369,29.75883
62.60383,29.75982
62.60229,29.76188
62.60274,29.76273
62.60305,29.76352
62.60251,29.76499
62.59841,29.74311
62.61525,29.74833
62.62665,29.69592
62.62678,29.69565
62.61515,29.74863
62.61517,29.74893
62.61726,29.77984
62.61677,29.78068
62.61518,29.74853
62.61506,29.74887
62.59837,29.74298
62.59864,29.74276
62.61561,29.74991
62.61511,29.74879
62.60284,29.76527
62.60267,29.76463
62.59864,29.74236
62.59809,29.74448
62.59809,29.74448
62.59809,29.74448
62.63622,29.76208
62.61753,29.74691
61.92792,27.80686
61.94113,27.80528
64.21213,27.72135
62.59809,29.74448
62.59614,29.7452
62.73251,29.96822
63.04356,30.12461
63.04374,30.12562
63.29954,30.06808
62.80747,30.14307
63.04375,30.12546
63.32371,30.03115
62.71217,29.84596
62.70339,29.83085
62.68554,29.8005
62.67187,29.79036
62.64419,29.7837
62.61969,29.77422
62.61433,29.76876
62.60918,29.76368
62.6042,29.7591
62.60115,29.75647
62.60041,29.76523
62.59764,29.77326
62.59284,29.76833
62.60116,29.7435
62.60115,29.74351
62.60128,29.74357
62.60122,29.74363
62.59684,29.74589
62.59589,29.75083
62.59806,29.75386
62.59942,29.75513
62.60127,29.75665
62.71747,29.90527
62.72236,29.93907
62.72969,29.96007
62.73839,29.98408
62.78182,30.07428
62.79837,30.10651
62.80333,30.12259
62.80675,30.13931
62.81511,30.13996
62.92658,30.10881
62.93443,30.11295
62.95434,30.08768
63.0292,30.09789
63.04425,30.12574
63.0751,30.13108
63.2918,30.074
63.32338,30.03195
63.4092,29.7839
63.15145,27.31827
63.16251,27.30253
63.17124,27.29164
62.60038,29.74543
62.60043,29.74522
62.60036,29.74543
62.60129,29.74633
62.60123,29.74616
63.24651,30.13505
63.24651,30.13505
63.24651,30.13505
63.24651,30.13505
62.59809,29.74448
63.32124,30.02362
63.32132,30.02322
63.31997,30.02369
63.31999,30.02381
63.31932,30.02308
63.32332,30.03331
63.32118,30.06133
63.32657,30.08015
63.31026,30.03708
63.31279,30.03376
63.31314,30.03337
63.31537,30.02893
63.31604,30.02688
63.31644,30.02566
63.31701,30.02414
63.32111,30.022
63.32125,30.02417
63.6747,30.03818
63.67464,30.0373
63.67463,30.03723
63.6745,30.03736
63.3258,30.02812
63.32395,30.03079
63.32395,30.03075
63.29946,30.06913
63.29952,30.06892
63.29923,30.06863
62.59627,29.74521
62.92501,30.10756
62.94846,30.10077
62.99432,30.07163
63.31485,30.03916
63.31482,30.03835
63.31415,30.03869
63.3146,30.03335
62.28882,27.52423
63.32071,30.02347
63.3212,30.02375
63.32364,30.03332
63.32508,30.03549
63.32515,30.03561
63.32515,30.03562
63.32512,30.03562
63.32346,30.03264
63.32346,30.03267
63.32325,30.03196
63.32346,30.03137
63.32345,30.03265
63.32323,30.03252
63.32282,30.03217
63.32208,30.0317
63.32179,30.02976
63.32194,30.02706
63.32156,30.02511
63.03392,30.13836
62.92148,30.24364
62.90678,30.22386
63.31311,30.03185
63.31311,30.03189
63.31336,30.03146
63.31362,30.02975
63.30859,30.01107
63.30864,30.01113
63.30875,30.01121
63.32017,30.01978
63.32005,30.02055
63.32132,30.02225
63.32173,30.02252
63.32186,30.02329
63.32357,30.03065
63.32395,30.03107
63.18821,30.14612
63.13244,30.1284
63.058,30.11175
63.05387,30.11017
63.05061,30.11079
63.0435,30.10412
63.04112,30.10416
63.03746,30.09977
62.94196,30.11128
63.32358,30.03146
63.32345,30.0327
63.32443,30.03224
63.32465,30.03224
63.3245,30.03191
63.32434,30.03158
63.32415,30.03142
63.32388,30.03109
63.31958,30.02366
63.31984,30.02348
63.31985,30.02369
63.32007,30.02385
63.32011,30.02385
63.32041,30.02489
63.32051,30.02518
63.32083,30.02538
63.32107,30.02553
63.42614,30.43649
63.42616,30.43653
63.42601,30.43638
63.42602,30.43621
63.42306,30.43298
63.4229,30.43194
63.42226,30.43113
63.42132,30.43295
63.42134,30.43259
63.42477,30.43898
63.42573,30.43759
63.4258,30.43668
62.59851,29.74298
62.61713,29.77608
62.59879,29.74522
62.60008,29.75225
62.59978,29.75205
62.59938,29.75571
62.59905,29.75722
62.59911,29.75772
62.59911,29.75778
62.59898,29.758
62.5986,29.75936
62.5988,29.75989
62.59909,29.75953
62.59913,29.75934
62.59915,29.75947
62.59955,29.75992
62.5995,29.76
62.59948,29.75997
62.59975,29.76178
62.59981,29.7619
62.59977,29.76208
62.60005,29.76216
62.59995,29.76211
62.60015,29.76218
62.60033,29.76117
62.60014,29.76092
62.60043,29.76108
62.60051,29.76112
62.6006,29.76112
62.60074,29.76184
62.60086,29.76258
62.60091,29.76237
62.60094,29.76205
62.60113,29.76196
62.60135,29.76189
62.60142,29.76203
62.60121,29.76259
62.60124,29.76306
62.60118,29.76335
62.60081,29.76441
62.60079,29.76432
62.60093,29.76468
62.60075,29.76479
62.6015,29.76169
63.07563,30.08041
63.08,30.07314
63.13674,30.00345
63.1427,30.0003
63.15692,29.98985
63.3101,30.03269
63.31015,30.0328
63.31034,30.03219
63.31052,30.03192
63.31061,30.032
63.31064,30.03191
63.31067,30.03216
63.31074,30.03196
63.31081,30.03157
63.31081,30.03168
63.31075,30.03163
63.31076,30.03172
63.31076,30.03171
63.31083,30.03173
63.31088,30.03185
63.31087,30.03186
63.31091,30.03191
63.31098,30.03198
63.31108,30.03185
63.31109,30.03186
63.31112,30.03173
63.31117,30.03161
63.3112,30.03187
63.3112,30.03195
63.31117,30.03177
63.31123,30.03158
63.31109,30.03145
63.31112,30.03136
63.31117,30.03142
63.31121,30.03126
63.31124,30.03117
63.3112,30.03124
63.31118,30.03124
63.31117,30.03118
63.31113,30.03132
63.31099,30.03113
63.31094,30.03105
