x,y
626152.0,297437.0
626149.0,297447.0
625981.0,297444.0
626028.0,297624.0
626029.0,297628.0
626155.0,297424.0
626149.0,297437.0
626150.0,297433.0
626305.0,297743.0
626303.0,297743.0
625980.0,297451.0
626004.0,297431.0
626006.0,297432.0
626026.0,297446.0
626028.0,297448.0
626038.0,297453.0
626002.0,297430.0
625985.0,297435.0
625981.0,297448.0
626037.0,297457.0
626008.0,297609.0
626010.0,297610.0
626134.0,297416.0
626015.0,297463.0
625981.0,297443.0
625986.0,297446.0
626256.0,297728.0
626025.0,297483.0
626080.0,297548.0
626014.0,297477.0
626122.0,297943.0
626061.0,297521.0
625994.0,297459.0
626086.0,297546.0
626003.0,297469.0
626644.0,298071.0
626022.0,297492.0
626161.0,297645.0
626003.0,297484.0
626169.0,297630.0
626011.0,297477.0
626474.0,297949.0
626140.0,297644.0
626101.0,297589.0
625968.0,297457.0
626000.0,297402.0
626158.0,298194.0
626100.0,298300.0
626166.0,298293.0
624738.0,290294.0
624754.0,290377.0
624900.0,291338.0
624926.0,291454.0
625481.0,294121.0
625687.0,295067.0
626057.0,296430.0
626147.0,297415.0
626150.0,297435.0
625981.0,297445.0
626194.0,296941.0
626033.0,297449.0
625980.0,297442.0
626227.0,297004.0
626189.0,298151.0
626023.0,297495.0
625940.0,297754.0
626047.0,297988.0
626046.0,297994.0
625950.0,297590.0
625981.0,297445.0
626108.0,297598.0
626097.0,297636.0
626145.0,297687.0
626154.0,297690.0
626189.0,297676.0
626193.0,297682.0
626194.0,297687.0
626190.0,297706.0
626187.0,297712.0
626169.0,297756.0
626075.0,297760.0
626076.0,297731.0
626031.0,297609.0
626025.0,297606.0
625992.0,297573.0
625993.0,297587.0
625988.0,297592.0
625997.0,297625.0
625996.0,297628.0
625990.0,297659.0
625995.0,297651.0
626011.0,297660.0
626011.0,297664.0
626010.0,297659.0
626011.0,297646.0
626015.0,297640.0
626021.0,297646.0
626024.0,297649.0
626031.0,297652.0
626032.0,297656.0
626040.0,297638.0
626036.0,297634.0
626035.0,297643.0
626028.0,297627.0
626030.0,297622.0
626031.0,297614.0
626028.0,297622.0
626022.0,297625.0
626015.0,297616.0
626013.0,297616.0
626010.0,297611.0
626007.0,297606.0
626008.0,297597.0
625999.0,297528.0
625961.0,297486.0
625961.0,297484.0
625987.0,297456.0
625982.0,297436.0
630918.0,298107.0
626029.0,297619.0
626040.0,297452.0
626039.0,297445.0
626182.0,297087.0
626142.0,298283.0
626146.0,298282.0
630970.0,298025.0
629282.0,297818.0
628590.0,298549.0
626181.0,297724.0
626186.0,297700.0
626140.0,298277.0
626030.0,297615.0
626028.0,297616.0
625981.0,297443.0
626041.0,297450.0
626183.0,297071.0
626011.0,297638.0
626010.0,297616.0
625806.0,297647.0
626000.0,297432.0
626000.0,297434.0
604530.0,222868.0
626067.0,297420.0
625979.0,297436.0
626011.0,297430.0
626150.0,297419.0
603178.0,249658.0
603177.0,249657.0
626005.0,297426.0
626006.0,297417.0
626009.0,297404.0
626010.0,297401.0
626041.0,297332.0
626042.0,297295.0
626043.0,297285.0
626061.0,297296.0
626060.0,297307.0
626060.0,297318.0
626059.0,297328.0
626058.0,297330.0
626061.0,297334.0
626058.0,297335.0
626058.0,297337.0
626019.0,297456.0
626015.0,297472.0
625979.0,297453.0
625985.0,297439.0
625981.0,297432.0
626154.0,297417.0
626160.0,297782.0
625991.0,297666.0
625998.0,297658.0
625997.0,297657.0
625997.0,297655.0
625998.0,297654.0
626000.0,297655.0
625998.0,297656.0
626161.0,297740.0
625980.0,297437.0
625998.0,297449.0
625991.0,297443.0
625981.0,297437.0
627625.0,298280.0
627626.0,298281.0
627625.0,298277.0
627624.0,298280.0
627636.0,298272.0
627628.0,298272.0
627631.0,298268.0
627633.0,298268.0
627683.0,298267.0
627683.0,298265.0
627682.0,298273.0
627680.0,298286.0
627678.0,298279.0
627677.0,298273.0
627678.0,298275.0
627674.0,298268.0
627757.0,298468.0
626151.0,297436.0
627671.0,298264.0
627641.0,298232.0
626029.0,297619.0
626029.0,297616.0
625995.0,297441.0
626028.0,297438.0
626257.0,296322.0
625980.0,297448.0
626161.0,297618.0
626130.0,297611.0
626129.0,297501.0
626030.0,297417.0
626029.0,297420.0
626041.0,297644.0
626096.0,298261.0
626153.0,297420.0
626151.0,297443.0
604550.0,222559.0
604773.0,222992.0
604803.0,223052.0
604803.0,223038.0
604881.0,223114.0
625978.0,297471.0
626058.0,297373.0
626046.0,297407.0
618922.0,298248.0
603929.0,256553.0
603104.0,249686.0
626148.0,297426.0
626152.0,297429.0
625980.0,297441.0
625977.0,297442.0
626005.0,297611.0
626008.0,297621.0
626009.0,297616.0
626009.0,297614.0
626008.0,297616.0
626007.0,297622.0
626006.0,297617.0
626003.0,297620.0
626009.0,297611.0
626145.0,297354.0
626172.0,297292.0
626137.0,297368.0
626134.0,297399.0
626008.0,297598.0
626013.0,297602.0
625980.0,297434.0
626146.0,297430.0
625995.0,297657.0
625986.0,297439.0
625984.0,297436.0
625986.0,297437.0
625990.0,297654.0
625970.0,297709.0
625970.0,297707.0
625972.0,297710.0
625910.0,297364.0
626278.0,296077.0
626387.0,296962.0
626386.0,296966.0
626387.0,296964.0
626386.0,296959.0
625912.0,297362.0
625916.0,297363.0
626150.0,295029.0
625492.0,297381.0
625759.0,297109.0
625978.0,297598.0
626003.0,297622.0
626153.0,297432.0
626306.0,301273.0
626308.0,301266.0
626315.0,301278.0
626616.0,301145.0
627429.0,301544.0
627878.0,301591.0
627883.0,301589.0
627885.0,301588.0
627993.0,301552.0
628032.0,301533.0
628032.0,301531.0
628025.0,301199.0
628020.0,301186.0
627721.0,300510.0
627314.0,299649.0
627173.0,299032.0
627155.0,298745.0
627152.0,298694.0
626150.0,297428.0
625999.0,297639.0
626143.0,297409.0
626149.0,297431.0
626150.0,297431.0
626147.0,297425.0
626324.0,298387.0
626325.0,298388.0
626328.0,298389.0
626381.0,298274.0
626130.0,295573.0
626096.0,295600.0
626082.0,295653.0
626080.0,295660.0
626051.0,295714.0
625812.0,295869.0
625678.0,295678.0
625670.0,295660.0
625664.0,295641.0
625657.0,295623.0
625642.0,295585.0
625620.0,295567.0
625285.0,295365.0
625269.0,295365.0
625254.0,295366.0
625252.0,295366.0
625238.0,295369.0
625152.0,295428.0
625096.0,295496.0
625091.0,295502.0
625088.0,295506.0
624852.0,295338.0
624666.0,295515.0
623984.0,295741.0
623933.0,295701.0
623925.0,295692.0
623922.0,295689.0
623918.0,295684.0
623913.0,295678.0
623909.0,295674.0
623907.0,295670.0
623904.0,295666.0
623559.0,295342.0
623148.0,295139.0
623145.0,295142.0
623144.0,295143.0
623049.0,295689.0
623061.0,295756.0
623316.0,296321.0
623317.0,296314.0
623318.0,296312.0
623317.0,296310.0
623331.0,296292.0
623332.0,296291.0
623325.0,296299.0
623325.0,296305.0
623322.0,296304.0
623316.0,296314.0
623315.0,296315.0
623648.0,298357.0
624279.0,299297.0
624341.0,299056.0
624350.0,299038.0
624371.0,298939.0
624401.0,298903.0
624413.0,298910.0
624423.0,298913.0
624585.0,299034.0
624586.0,299041.0
624814.0,298738.0
624886.0,298629.0
626148.0,297431.0
626002.0,297630.0
626148.0,297433.0
626203.0,297661.0
624506.0,299604.0
624500.0,299615.0
624499.0,299614.0
624472.0,300148.0
625020.0,299926.0
625132.0,299728.0
625202.0,299682.0
625214.0,299650.0
625214.0,299640.0
625221.0,299607.0
625223.0,299598.0
625233.0,299477.0
625230.0,299393.0
625223.0,299352.0
625673.0,298620.0
626016.0,297521.0
626016.0,297525.0
626153.0,297439.0
626155.0,297441.0
626153.0,297442.0
626148.0,297450.0
626149.0,297436.0
626150.0,297433.0
626141.0,297393.0
626037.0,297502.0
626014.0,297616.0
626010.0,297637.0
626002.0,297682.0
625998.0,297731.0
627050.0,298802.0
627049.0,298801.0
627050.0,298800.0
626477.0,296979.0
627756.0,295510.0
627778.0,295500.0
627780.0,295502.0
627766.0,295492.0
627764.0,295490.0
628510.0,293689.0
628514.0,293681.0
628518.0,293670.0
628524.0,293667.0
626155.0,297428.0
626154.0,297444.0
626162.0,297751.0
627202.0,295347.0
626671.0,293551.0
626663.0,293542.0
626656.0,293540.0
626136.0,297417.0
625989.0,297437.0
626288.0,294121.0
626286.0,294131.0
626502.0,299061.0
626578.0,298991.0
626589.0,298987.0
626736.0,298957.0
626738.0,298955.0
626774.0,298956.0
626787.0,298963.0
626807.0,298964.0
626889.0,298902.0
626894.0,298897.0
626897.0,298894.0
626905.0,298886.0
626907.0,298883.0
626909.0,298881.0
627039.0,298735.0
627043.0,298736.0
627050.0,298745.0
627052.0,298749.0
627054.0,298755.0
627049.0,298805.0
627042.0,298844.0
626149.0,297427.0
626150.0,297426.0
626151.0,297425.0
626152.0,297424.0
626147.0,297406.0
626134.0,297411.0
626120.0,297433.0
626108.0,297446.0
626058.0,297500.0
626046.0,297526.0
626030.0,297508.0
625480.0,298122.0
625477.0,298137.0
626155.0,297405.0
626168.0,297705.0
626013.0,297428.0
626015.0,297428.0
626037.0,297439.0
626032.0,297555.0
626018.0,297620.0
626019.0,297620.0
626148.0,297429.0
626156.0,297413.0
626120.0,297342.0
626129.0,297361.0
626131.0,297367.0
626135.0,297374.0
626063.0,297292.0
626072.0,297299.0
626074.0,297304.0
626076.0,297307.0
626080.0,297316.0
626081.0,297318.0
626037.0,297371.0
626036.0,297369.0
626036.0,297362.0
626046.0,297242.0
625997.0,297442.0
625978.0,297433.0
625977.0,297435.0
626038.0,297630.0
626060.0,297605.0
626049.0,297627.0
625595.0,305572.0
626135.0,308186.0
626454.0,309286.0
627033.0,309999.0
627536.0,309964.0
627694.0,309800.0
627701.0,309720.0
627704.0,309721.0
628047.0,309332.0
626170.0,298322.0
626101.0,298320.0
626095.0,298315.0
625829.0,297040.0
625183.0,296992.0
625180.0,296993.0
625921.0,297227.0
625917.0,297250.0
625928.0,297277.0
625933.0,297286.0
626143.0,297432.0
626147.0,297438.0
626159.0,297461.0
625977.0,297486.0
625982.0,297440.0
626235.0,297145.0
626027.0,297463.0
626018.0,297478.0
626150.0,297624.0
626149.0,297655.0
626077.0,297767.0
626077.0,297770.0
625996.0,297594.0
625980.0,297442.0
626177.0,297509.0
625983.0,297439.0
626051.0,297500.0
626059.0,297487.0
626057.0,297488.0
626057.0,297494.0
611694.0,287711.0
611680.0,287695.0
611669.0,287676.0
611670.0,287679.0
611684.0,287699.0
611692.0,287690.0
610644.0,280947.0
610648.0,280911.0
610650.0,280914.0
626113.0,297881.0
626125.0,297919.0
626124.0,297921.0
626124.0,297918.0
626551.0,297004.0
626817.0,296578.0
627431.0,295994.0
627753.0,295477.0
627734.0,295352.0
627706.0,294809.0
627669.0,294832.0
627598.0,294836.0
627560.0,294839.0
627347.0,294629.0
627275.0,294743.0
627258.0,295096.0
627174.0,295378.0
626749.0,295803.0
626009.0,297627.0
626011.0,297616.0
625993.0,297355.0
625997.0,297364.0
625982.0,297437.0
625981.0,297439.0
625981.0,297445.0
625807.0,297646.0
625807.0,297642.0
625805.0,297649.0
626336.0,296784.0
626335.0,296215.0
625571.0,294529.0
625493.0,294417.0
625399.0,294152.0
625367.0,294042.0
625301.0,293876.0
625292.0,293860.0
625317.0,293852.0
625334.0,293770.0
625419.0,293675.0
625452.0,293676.0
625593.0,293669.0
625763.0,293680.0
625806.0,293700.0
625872.0,293677.0
626133.0,293642.0
626278.0,294160.0
626237.0,294393.0
626202.0,294887.0
626352.0,296468.0
626025.0,297480.0
625614.0,298148.0
625038.0,299128.0
624445.0,300586.0
624409.0,301022.0
624498.0,301664.0
624764.0,302294.0
624785.0,302320.0
624846.0,302395.0
624931.0,302344.0
625277.0,302028.0
625417.0,301915.0
625600.0,301686.0
625610.0,301640.0
625887.0,301276.0
625991.0,300769.0
625765.0,298100.0
625833.0,298046.0
625992.0,297629.0
625980.0,297645.0
625995.0,297621.0
625989.0,297629.0
625990.0,297627.0
625995.0,297630.0
625996.0,297631.0
625991.0,297633.0
626111.0,297662.0
626114.0,297655.0
626119.0,297672.0
628899.0,277095.0
628918.0,276966.0
628915.0,276963.0
628918.0,276968.0
628888.0,277029.0
628868.0,276482.0
628819.0,275878.0
628280.0,275384.0
628812.0,275964.0
628810.0,275965.0
628918.0,276773.0
629092.0,276568.0
629088.0,276565.0
628943.0,276585.0
629017.0,276549.0
629092.0,276528.0
629091.0,276518.0
629085.0,276486.0
629084.0,276481.0
629077.0,276489.0
629079.0,276493.0
628926.0,276778.0
625779.0,298085.0
625778.0,298088.0
625773.0,298097.0
625771.0,298099.0
625769.0,298099.0
625774.0,298124.0
625775.0,298148.0
625780.0,298304.0
625780.0,298306.0
625778.0,298294.0
625778.0,298287.0
625777.0,298280.0
625770.0,298230.0
626007.0,297613.0
625970.0,297664.0
625985.0,297447.0
625988.0,297451.0
626027.0,297485.0
625775.0,298079.0
626018.0,297599.0
626018.0,297602.0
626014.0,297596.0
626012.0,297593.0
626008.0,297631.0
626155.0,297466.0
626147.0,297149.0
626146.0,297150.0
626208.0,296801.0
626042.0,297453.0
625990.0,297615.0
626136.0,297857.0
626117.0,297940.0
626050.0,299255.0
626277.0,298362.0
626261.0,298295.0
625992.0,297456.0
650116.0,254590.0
650118.0,254586.0
650084.0,254541.0
650063.0,254636.0
650071.0,254629.0
626312.0,298826.0
626258.0,298677.0
626342.0,298629.0
625987.0,297442.0
626016.0,297601.0
625798.0,303752.0
627705.0,309718.0
625759.0,304259.0
626150.0,297421.0
626139.0,297441.0
626060.0,297641.0
625978.0,297442.0
625983.0,297431.0
625983.0,297447.0
626002.0,297644.0
631645.0,298078.0
626150.0,297416.0
626142.0,297395.0
626135.0,297402.0
626128.0,297414.0
626105.0,297439.0
626029.0,297613.0
626030.0,297614.0
625982.0,297444.0
625979.0,297444.0
624297.0,299653.0
626157.0,297453.0
626153.0,297450.0
626150.0,297443.0
626120.0,297717.0
626121.0,297732.0
625990.0,297367.0
626155.0,297452.0
626004.0,297560.0
625986.0,297450.0
625982.0,297449.0
625981.0,297450.0
625977.0,297444.0
626168.0,298376.0
625983.0,297433.0
626141.0,297434.0
626154.0,297419.0
626148.0,297422.0
626144.0,297404.0
626140.0,297392.0
626067.0,297491.0
626053.0,297510.0
626043.0,297554.0
626062.0,297594.0
626167.0,297056.0
626151.0,297431.0
626154.0,297437.0
626153.0,297439.0
626152.0,297437.0
626151.0,297435.0
626150.0,297443.0
626044.0,297398.0
603188.0,249668.0
603179.0,249641.0
603182.0,249650.0
603184.0,249646.0
626150.0,297437.0
626149.0,297431.0
626152.0,297805.0
626151.0,297438.0
625991.0,297454.0
625980.0,297449.0
626150.0,297420.0
625979.0,297443.0
626150.0,297433.0
627427.0,298598.0
626100.0,297929.0
626145.0,298297.0
626144.0,298280.0
626032.0,297561.0
604775.0,223033.0
604777.0,223026.0
604776.0,223036.0
604787.0,223039.0
604789.0,223033.0
604786.0,223040.0
604787.0,223033.0
604790.0,223155.0
625989.0,297432.0
604782.0,223081.0
604591.0,222939.0
626152.0,297431.0
626038.0,297585.0
625999.0,297764.0
625990.0,297406.0
626149.0,297426.0
626067.0,297161.0
626067.0,297157.0
625953.0,297694.0
626091.0,297632.0
626152.0,297432.0
626154.0,297431.0
626148.0,297425.0
626028.0,297561.0
626148.0,297430.0
626163.0,297597.0
625978.0,297445.0
626147.0,297432.0
626159.0,297514.0
626034.0,297562.0
626008.0,297620.0
626148.0,297426.0
626159.0,297530.0
626159.0,297526.0
626139.0,297391.0
626147.0,297425.0
626151.0,297427.0
625984.0,297441.0
626034.0,297445.0
626038.0,297453.0
625985.0,297450.0
626146.0,297430.0
626149.0,297446.0
626169.0,297767.0
626185.0,297696.0
626148.0,297427.0
625981.0,297440.0
626026.0,297484.0
626149.0,297435.0
626200.0,298278.0
626188.0,298279.0
625989.0,297453.0
626031.0,297442.0
625985.0,297448.0
626120.0,297340.0
626111.0,297314.0
626043.0,297368.0
626121.0,297342.0
627700.0,309724.0
627701.0,309720.0
627701.0,309718.0
627699.0,309737.0
627716.0,309801.0
626135.0,297377.0
625941.0,297372.0
625183.0,296990.0
625184.0,296992.0
625945.0,297394.0
626279.0,297052.0
626143.0,297398.0
626139.0,297393.0
626145.0,297470.0
626144.0,297461.0
626039.0,297454.0
625986.0,297431.0
626144.0,297466.0
626141.0,297465.0
625980.0,297445.0
626151.0,297425.0
625980.0,297442.0
626064.0,297680.0
626103.0,297574.0
626096.0,297579.0
626056.0,297686.0
626149.0,297429.0
627213.0,298134.0
626014.0,297622.0
625779.0,298085.0
625777.0,298084.0
625983.0,297449.0
625983.0,297444.0
625767.0,298089.0
625978.0,297583.0
625942.0,297311.0
625778.0,298083.0
625777.0,298090.0
628932.0,276322.0
628918.0,276972.0
628916.0,276976.0
628718.0,275792.0
628907.0,275751.0
627008.0,289458.0
626998.0,290037.0
625774.0,298224.0
625780.0,298306.0
625780.0,298085.0
625983.0,297437.0
625982.0,297433.0
625979.0,297450.0
625774.0,298084.0
625911.0,297415.0
625936.0,297564.0
626163.0,296857.0
650066.0,254618.0
650069.0,254630.0
650171.0,254654.0
650170.0,254655.0
650068.0,254631.0
626155.0,298283.0
626614.0,298465.0
626150.0,298281.0
626149.0,298269.0
626249.0,298444.0
626154.0,298286.0
626343.0,298631.0
626148.0,297436.0
626176.0,298261.0
626388.0,298441.0
626131.0,298308.0
626039.0,297383.0
625984.0,297444.0
626148.0,298280.0
626143.0,298279.0
627704.0,309714.0
627702.0,309721.0
627708.0,309682.0
627700.0,309725.0
626149.0,298277.0
626149.0,297433.0
625981.0,297443.0
626034.0,297458.0
626035.0,297462.0
625983.0,297447.0
626158.0,297499.0
625977.0,297453.0
625977.0,297439.0
625989.0,297598.0
625977.0,297442.0
626035.0,297453.0
625978.0,297437.0
625985.0,297441.0
625986.0,297441.0
626184.0,297693.0
626184.0,297073.0
626033.0,297389.0
626184.0,297070.0
625971.0,297426.0
625979.0,297440.0
626025.0,297628.0
626026.0,297637.0
625982.0,297430.0
625985.0,297436.0
625979.0,297434.0
626019.0,297663.0
626004.0,297659.0
626022.0,297621.0
626181.0,297076.0
626110.0,297592.0
626183.0,297075.0
626034.0,297612.0
626034.0,297621.0
626034.0,297460.0
626037.0,297454.0
625966.0,297716.0
625967.0,297708.0
625979.0,297447.0
626026.0,297627.0
626142.0,298274.0
626154.0,298269.0
626144.0,298276.0
625982.0,297446.0
626147.0,298273.0
626156.0,298268.0
626147.0,298279.0
626144.0,298273.0
626147.0,297464.0
626117.0,297717.0
626120.0,297722.0
625986.0,297437.0
626054.0,297492.0
626140.0,298278.0
626029.0,297631.0
614490.0,238548.0
614483.0,238548.0
614488.0,238548.0
614484.0,238547.0
614499.0,238547.0
614482.0,238549.0
626028.0,297592.0
626026.0,297616.0
626150.0,297414.0
614497.0,238547.0
614493.0,238548.0
626018.0,297599.0
626152.0,297429.0
626148.0,297531.0
626150.0,297525.0
626141.0,298270.0
625985.0,297434.0
626119.0,297721.0
626118.0,297716.0
625997.0,297356.0
614508.0,238545.0
614494.0,238547.0
614487.0,238547.0
614492.0,238548.0
614544.0,238512.0
626123.0,297540.0
626142.0,297529.0
626033.0,297607.0
625988.0,297436.0
626149.0,297438.0
626163.0,297777.0
626164.0,297774.0
626170.0,297777.0
626184.0,297698.0
626147.0,297700.0
614820.0,238296.0
614485.0,238547.0
614588.0,238472.0
615012.0,238073.0
614837.0,238281.0
614523.0,238536.0
614518.0,238539.0
614511.0,238543.0
614517.0,238540.0
614496.0,238547.0
614514.0,238542.0
614507.0,238545.0
614513.0,238543.0
614529.0,238530.0
614601.0,238463.0
614504.0,238546.0
614654.0,238432.0
614503.0,238546.0
614498.0,238547.0
614491.0,238548.0
614744.0,238389.0
614500.0,238546.0
614526.0,238532.0
614539.0,238519.0
614570.0,238484.0
614568.0,238485.0
614542.0,238515.0
614524.0,238535.0
614506.0,238545.0
614545.0,238510.0
626011.0,297639.0
626008.0,297661.0
626152.0,297434.0
626171.0,297790.0
626137.0,297696.0
626035.0,297466.0
626175.0,297782.0
626176.0,297770.0
626174.0,297781.0
626186.0,297809.0
626188.0,297804.0
626175.0,297777.0
626028.0,297629.0
626028.0,297626.0
625981.0,297452.0
625982.0,297438.0
626193.0,298691.0
626096.0,297630.0
626094.0,297625.0
626146.0,297457.0
626147.0,297435.0
626025.0,297623.0
626034.0,297453.0
626145.0,297397.0
626147.0,297442.0
625987.0,297434.0
626037.0,297461.0
625979.0,297431.0
625986.0,297428.0
626148.0,297440.0
626145.0,297439.0
626151.0,297441.0
626060.0,297530.0
626030.0,297628.0
626022.0,297617.0
625984.0,297423.0
625984.0,297435.0
625981.0,297427.0
625984.0,297432.0
625985.0,297426.0
625983.0,297427.0
625994.0,297456.0
625980.0,297437.0
626175.0,297757.0
626168.0,297770.0
626185.0,297716.0
626150.0,297440.0
626174.0,297770.0
626169.0,297772.0
625988.0,297592.0
625988.0,297594.0
626018.0,297620.0
626015.0,297617.0
626009.0,297416.0
626094.0,297458.0
626147.0,297427.0
625976.0,297439.0
625981.0,297434.0
626034.0,297469.0
626025.0,297482.0
625997.0,297460.0
626143.0,297445.0
626148.0,297438.0
626150.0,297447.0
626148.0,297455.0
625993.0,297431.0
625997.0,297415.0
626109.0,297596.0
626110.0,297597.0
626325.0,296156.0
626170.0,295583.0
628983.0,276808.0
628922.0,276733.0
628927.0,276685.0
628960.0,276669.0
628940.0,276714.0
628791.0,276820.0
626144.0,297430.0
626145.0,297421.0
625984.0,297427.0
625977.0,297433.0
625987.0,297440.0
626012.0,297438.0
626014.0,297430.0
626038.0,297466.0
625999.0,297468.0
626254.0,268267.0
626141.0,297421.0
625986.0,297448.0
625985.0,297447.0
659435.0,264689.0
679190.0,250621.0
679269.0,250529.0
614520.0,238538.0
602595.0,249613.0
602095.0,249452.0
601877.0,249624.0
601716.0,249471.0
625978.0,297434.0
626251.0,297098.0
623138.0,278979.0
622247.0,278876.0
608262.0,255279.0
606629.0,253317.0
604632.0,251300.0
602817.0,250925.0
602085.0,246601.0
603719.0,236353.0
603717.0,234339.0
604169.0,231762.0
604336.0,229359.0
626120.0,297425.0
626149.0,297420.0
626024.0,297625.0
626004.0,297637.0
625995.0,297616.0
626001.0,297604.0
625976.0,297447.0
626130.0,297412.0
626101.0,297448.0
626022.0,297482.0
626009.0,297531.0
626009.0,297477.0
626030.0,297673.0
625991.0,297645.0
626004.0,297631.0
625974.0,297734.0
625982.0,297460.0
626117.0,297328.0
626150.0,297460.0
626184.0,297314.0
626185.0,297534.0
626182.0,297695.0
626186.0,297701.0
626193.0,297696.0
626161.0,297541.0
626073.0,297481.0
625958.0,297563.0
625993.0,297598.0
626032.0,297506.0
625991.0,297451.0
625977.0,297445.0
626132.0,297408.0
626138.0,297544.0
626076.0,297749.0
626077.0,297756.0
626120.0,297643.0
626170.0,297278.0
626181.0,297082.0
626185.0,297078.0
626159.0,297325.0
626155.0,297436.0
625981.0,297445.0
625991.0,297422.0
626033.0,297448.0
626036.0,297451.0
625995.0,297426.0
625980.0,297443.0
626151.0,297434.0
626032.0,297447.0
626020.0,297438.0
626170.0,297804.0
626160.0,297783.0
626149.0,297440.0
625979.0,297443.0
626152.0,297436.0
626154.0,297433.0
626001.0,297538.0
625999.0,297529.0
626006.0,297420.0
626053.0,297362.0
626054.0,297361.0
626103.0,297305.0
626104.0,297304.0
626147.0,297240.0
626165.0,297170.0
626164.0,297169.0
626137.0,297213.0
626135.0,297213.0
626111.0,297188.0
626072.0,297157.0
626071.0,297158.0
626035.0,297212.0
625987.0,297190.0
625986.0,297191.0
625995.0,297266.0
625954.0,297311.0
625952.0,297393.0
625952.0,297396.0
625912.0,297383.0
625922.0,297495.0
625923.0,297498.0
625952.0,297596.0
625953.0,297599.0
625995.0,297668.0
625997.0,297668.0
626047.0,297700.0
626078.0,297614.0
626046.0,297553.0
626005.0,297541.0
626200.0,297000.0
630887.0,217238.0
630887.0,217236.0
626013.0,297438.0
626009.0,297437.0
625981.0,297441.0
625982.0,297381.0
602885.0,250328.0
602885.0,250323.0
602884.0,250326.0
625982.0,297435.0
625981.0,297433.0
626879.0,296703.0
628980.0,276793.0
626148.0,297428.0
625982.0,297432.0
625984.0,297435.0
626074.0,297343.0
626050.0,297366.0
626093.0,297531.0
626005.0,297432.0
626170.0,297167.0
626121.0,297129.0
626122.0,297131.0
626249.0,297057.0
626169.0,297268.0
626058.0,297363.0
626013.0,297536.0
626022.0,297588.0
626005.0,297650.0
626022.0,297596.0
626023.0,297581.0
625997.0,297556.0
626002.0,297521.0
626012.0,297461.0
626011.0,297464.0
625993.0,297485.0
625993.0,297476.0
625993.0,297466.0
626597.0,296566.0
626276.0,297709.0
626022.0,297573.0
625983.0,297425.0
625985.0,297427.0
626144.0,298281.0
626149.0,298286.0
626144.0,298284.0
626146.0,298282.0
626015.0,297427.0
626148.0,297430.0
626158.0,297434.0
626154.0,297431.0
614484.0,238547.0
614482.0,238549.0
626023.0,297438.0
626020.0,297437.0
614982.0,238149.0
614837.0,238281.0
626016.0,297471.0
626013.0,297434.0
626144.0,298283.0
626146.0,298280.0
626147.0,298294.0
626018.0,297449.0
626019.0,297443.0
626136.0,298299.0
626007.0,297447.0
626010.0,297444.0
626007.0,297448.0
626015.0,297443.0
626001.0,297453.0
